cpi_ID,author,google_scholar_ID,affiliation,emails,title,pubyear,citation,link
PHV3,Michael Marmot,"""V7AleF4AAAAJ""","Professor of Epidemiology, University College London",Verified email at ucl.ac.uk,Structural adjustment programmes and infectious disease mortality,2022,"PloS one 17 (7), e0270344, 2022",Missing
ZEB9,Michael Rosenfeld,"""cb1NvGUAAAAJ""",No affiliations available,No emails available,Review of “The Dating Divide: Race and Desire in the Era of Online Romance”,2022,Social Forces,Missing
OXW1,Michael Sobel,"""cuKCFmcAAAAJ""",Columbia University,Verified email at stat.columbia.edu,"Estimating causal effects in studies of human brain function: New models, methods and estimands",2020,"The annals of applied statistics 14 (1), 452, 2020",Missing
ETS8,Michael Tomz,"""uQ1rl0UAAAAJ""","Professor of Political Science, Stanford University",Verified email at stanford.edu,The effects of naming and shaming on public support for compliance with international agreements: an experimental analysis of the Paris Agreement,2022,"International Organization 76 (2), 445-468, 2022",Missing
XIN9,Michael Wald,"""ECH8WU4AAAAJ""",No affiliations available,No emails available,Introduction to Workshop: Overcoming accessibility gaps on the Social Web,2021,"13th ACM Web Science Conference 2021, 1-2, 2021",Missing
EMX0,Michele Lamont,"""ZlpExMwAAAAJ""","Professor, Harvard University",Verified email at wjh.harvard.edu,How American college students understand social resilience and navigate towards the future during covid and the movement for racial justice,2022,"Social Science & Medicine 301, 114890, 2022",Missing
XXS5,Michele Tertilt,"""_3a0Bi0AAAAJ""","Professor of Economics, University of Mannheim",Verified email at uni-mannheim.de,A new era in the economics of fertility,2022,"VoxEU. org 11, 2022",Missing
MVT0,Michelle Jackson,"""qog1wHkAAAAJ""",,Verified email at stanford.edu,COVID-19 mitigation policies and psychological distress in young adults,2022,"SSM-Mental Health 2, 100027, 2022",Missing
LVC8,Michelle Wilde Anderson,Missing,University of Michigan School of Medicine,Did not search,"Antidemocracy in America: truth, power, and the republic at risk",2019,"Columbia University Press, 2019",Missing
KFL5,Miles Corak,"""8Jh6rnUAAAAJ""",No affiliations available,No emails available,Social Mobility in the United States.,2021,"Sociation Today 20 (1), 2021",Missing
ZXV3,Mitchell Stevens,"""7lcn4uAAAAAJ""",Stanford University,Verified email at stanford.edu,Application essays and the ritual production of merit in US selective admissions,2022,"Poetics, 101706, 2022",Missing
NDI8,Monica McDermott,"""eTxf8tIAAAAJ""",Arizona State University,Verified email at asu.edu,Sociology of Whiteness,2022,"Annual Review of Sociology 48, 2022",Missing
VCA6,Moshe Buchinsky,"""Z4tHRiwAAAAJ""","Professor of Economics, UCLA",Verified email at econ.ucla.edu,Estimation and inference of semiparametric models using data from several sources,2022,"Journal of Econometrics 226 (1), 80-103, 2022",Missing
HYK2,Moshe Semyonov,"""9XO5KrgAAAAJ""","Professor of Sociology, Tel Aviv University",Verified email at uic.edu,Gendered Globalization: The Relationship between Globalization and Gender Gaps in Employment and Occupational Opportunities,2022,Missing,Missing
HXY6,Nan Dirk Graaf,"""nTqzQ0oAAAAJ""",Official Fellow / Professor of Sociology,Verified email at nuffield.ox.ac.uk,The climate crisis: what sociology can contribute,2022,"Handbook of Sociological Science, 475-492, 2022",Missing
IEY6,Nan Lin,"""HpqAmUcAAAAJ""","professor of sociology, duke university",Verified email at duke.edu,Social capital: An update,2021,"Journal: Personal Networks, 504-518, 2021",Missing
ZGP1,Nathaniel Hendren,"""XUPIOr4AAAAJ""",Harvard University,Verified email at fas.harvard.edu,The Case for Using the MVPF in Empirical Welfare Analysis,2022,"National Bureau of Economic Research, 2022",Missing
OZS5,Neil Fligstein,"""TDFHGecAAAAJ""","Department of Sociology, University of California",Verified email at berkeley.edu,Climate Change and the Future of Capitalism,2022,"34th Annual Meeting, 2022",Missing
OKD8,Nicholas Bloom,"""fJy1tloAAAAJ""",No affiliations available,No emails available,The Shift to Remote Work Lessens Wage-Growth Pressures,2022,"National Bureau of Economic Research, 2022",Missing
PMR1,Noah Lewin-Epstein,"""aMeOcaAAAAAJ""",Tel Aviv University,Verified email at tauex.tau.ac.il,The Older Sandwich Generation Across European Welfare Regimes: Demographic and Social Considerations,2022,"European Journal of Population 38 (2), 273-300, 2022",Missing
IXI0,Noam Chomsky,"""rbgNVw0AAAAJ""",No affiliations available,No emails available,Chronicles of dissent,2022,"Penguin UK, 2022",Missing
TXM0,Noliwe Rooks,"""tb--Eo4AAAAJ""",brown university,Verified email at brown.edu,Connecting Afro futures: fashion x hair x design,2019,"Kerber Verlag, 2019",Missing
HLY1,Orley Ashenfelter,"""JnUVSHsAAAAJ""",No affiliations available,No emails available,"Minimum Wages, Wages, and Price Pass-Through: The Case of McDonald‚Äôs Restaurants",2022,"Journal of Labor Economics 40 (S1), S179-S201, 2022",Missing
UYZ3,Pamela Loprest,"""5HDMYKIAAAAJ""","Senior Fellow, Urban Institute",Verified email at urban.org,Characteristics and Well-Being of Adults with Nonstandard Work Arrangements,2022,"Urban Institute, 2022",Missing
WHM6,Patrick Heuveline,"""GTd34GsAAAAJ""","Professor, Sociology and International Institute, UCLA",Verified email at soc.ucla.edu,"Preventing, but Not Caring for, Adolescent Pregnancies? Disparities in the Quality of Reproductive Health Care in Sub-Saharan Africa",2022,"Journal of Adolescent Health, 2022",Missing
FND1,Patrick Joyce,"""nwXS3LoAAAAJ""","Emeritus Professor of History, Manchester University",Verified email at manchester.ac.uk,Going to My Father's House: A History of My Times,2021,"Verso Books, 2021",Missing
THD8,Patrick Sharkey,"""J_Df5rsAAAAJ""","William S Tod Professor of Sociology and Public Affairs, Princeton University",Verified email at princeton.edu,"Subjects: Law, Law",2022,"The University of Chicago Law Review 89 (2), 2022",Missing
CVQ9,Paul Beaudry,"""3lEqgdEAAAAJ""",Professor of Economics University of British Columbia,Verified email at mail.ubc.ca,Gazing at r: A Hysteresis Perspective,2022,Missing,Missing
UPN6,Paul DiMaggio,"""0A5Gnc0AAAAJ""","A. Barton Hepburn Professor of Sociology & Public Affairs, Princeton University",Verified email at princeton.edu,8 Models and Theories: Purposes and Reach,2022,"Foundations for Inquiry, 163-184, 2022",Missing
RVB0,Paul Graaf,"""WvaJ-9IAAAAJ""",Tilburg University,Verified email at tilburguniversity.edu,Parental marital dissolution and the intergenerational transmission of homeownership,2019,"Housing careers, intergenerational support and family relations, 2019",Missing
IFX0,Paul Oyer,"""4ClUgIwAAAAJ""","Professor of Economics, Stanford GSB",Verified email at stanford.edu,The gender earnings gap in the gig economy: Evidence from over a million rideshare drivers,2021,"The Review of Economic Studies 88 (5), 2210-2238, 2021",Missing
NLH9,Paul Peterson,"""tDy1XXAAAAAJ""",,Verified email at hks.harvard.edu,Notes on Trends in the US Income-Achievement Gap,2022,Missing,Missing
PMW9,Paula England,"""u8_cxocAAAAJ""","Professor of Sociology, New York University",Verified email at nyu.edu,We examine the gender gap in voting Democratic or Republican in US presidential elections from 1972 to 2016. The gap has gone up and down with no unidirectional trend. We find ‚Ä¶,2021,"New York University Abu Dhabi, Department of Social Science Working Papers, 2021",Missing
EDW7,Paula Moya,"""eI_zEQ4AAAAJ""","Professor of English, Stanford University",Verified email at stanford.edu,"Viramontes, Helena Mar√≠a",2022,"The Encyclopedia of Contemporary American Fiction 1980‚Äì2020 2, 1-7, 2022",Missing
EYX3,Peter Cappelli,"""5dtUmAMAAAAJ""","Professor of Management, The Wharton School, University of Pennsylvania",Verified email at wharton.upenn.edu,"The Future of the Office: Work from Home, Remote Work, and the Hard Choices We All Face",2021,"Wharton School Press, 2021",Missing
QDF1,Peter Cookson,Missing,No affiliations available,No emails available,Building School Communities for Students Living in Deep Poverty,2022,Learning Policy Institute,Missing
MBV0,Peter Gottschalk,"""w4WeO5MAAAAJ""",,Verified email at bc.edu,MODERN ANALYSES OF INCOME MOBILITY AND POVERTY SPELLS,2019,"Social Stratification, Class, Race, and Gender in Sociological Perspective, 373, 2019",Missing
XBV7,Peter Hammond,"""HZiIviEAAAAJ""","Professor of Economics, University of Warwick",Verified email at warwick.ac.uk,Prerationality as Avoiding Predictably Regrettable Consequences,2022,"The Warwick Economics Research Paper Series (TWERPS), 2022",Missing
ODP8,Peter Hedstrom,"""0GSbsgsAAAAJ""",,Verified email at liu.se,Coda-The past and future of analytical sociology,2021,"Research Handbook on Analytical Sociology, 490-505, 2021",Missing
GHY1,Peter Kuhn,"""DcemOsgAAAAJ""",,Verified email at econ.ucsb.edu,When Is Discrimination Unfair?,2022,"National Bureau of Economic Research, 2022",Missing
BBQ3,Peter Stone,"""qwq7c4wAAAAJ""","Professor of Computer Science, The University of Texas at Austin",Verified email at cs.utexas.edu,Democracy and Equality of Opportunity,2022,Handbook of Equality of Opportunity,Missing
QAB4,Peter Swenson,"""4CDYXB0AAAAJ""",Yale University,Verified email at yale.edu,15 A New Medical Progressivism,2022,"Disorder, 441-476, 2022",Missing
ORV7,Petr Mateju,"""CTG_H0UAAAAJ""",University of Finance and Administration and the Institute for Social and Economic Analyses,Verified email at vsfs.cz,Structural embeddedness of students‚Äô professional expectations: the Czech Republic and Taiwan in comparative perspective,2018,"Compare: A Journal of Comparative and International Education 48 (6), 973-991, 2018",Missing
QMC2,Petra Persson,"""eR5T3G4AAAAJ""","Assistant Professor of Economics, Stanford University; Research Institute of Industrial ‚Ä¶",Verified email at stanford.edu,The Roots of Health Inequality and the Value of Intrafamily Expertise,2022,"American Economic Journal: Applied Economics 14 (3), 185-223, 2022",Missing
QHS1,Phillip Levine,"""39HKhvoAAAAJ""",Wellesley College,Verified email at wellesley.edu,The US COVID-19 Baby Bust and Rebound,2022,"National Bureau of Economic Research, 2022",Missing
MKS9,Prudence Carter,"""HZzSh7wAAAAJ""","Professor of Sociology, Brown University",Verified email at brown.edu,Epistemic and social diversity as sociology‚Äôs strengths,2022,"Critical Sociology 48 (2), 205-210, 2022",Missing
GLX6,Rachel Friedberg,"""g5h8Cm4AAAAJ""",Brown University,Verified email at brown.edu,"The impact of immigrants on host country wages, employment and growth",2018,"Interdisciplinary Perspectives on the New Immigration, 89-110, 2018",Missing
VDL3,Rachel Lotan,"""cSZAlBcAAAAJ""","Professor (Teaching), Education Stanford University",Verified email at stanford.edu,Equitable classrooms,2022,"Unequals: The Power of Status and Expectations in Our Social Lives, 178, 2022",Missing
ERS8,Raj Chetty,"""PhDDPiUAAAAJ""","Professor of Economics, Harvard University",Verified email at fas.harvard.edu,Measuring Distribution and Mobility of Income and Wealth,2022,"National Bureau of Economic Research Books, 2022",Missing
MXG3,Rajeev Dehejia,"""-lqU10oAAAAJ""",New York University,Verified email at nyu.edu,Why do households leave school value added ‚Äúon the table‚Äù? The roles of information and preferences,2022,"The roles of information and preferences (May 9, 2022). NYU Wagner Research ‚Ä¶, 2022",Missing
QZW3,Randy Hodson,"""TaEyXScAAAAJ""","Professor of Sociology, Ohio State University",Verified email at osu.edu,"Good soldiers, smooth operators, and saboteurs",2019,"Work Place Sabotage 18 (3), 89, 2019",Missing
FHA8,Raymond McDermott,"""rti6FEkAAAAJ""",No affiliations available,No emails available,Does FDI Attract Immigrants? An Empirical Gravity Model Approach,2019,"International Migration Review 53 (1), 237-253, 2019",Missing
WUM3,Rebecca Diamond,"""ZbYGzLcAAAAJ""","Professor of Economics, Stanford GSB",Verified email at stanford.edu,"A Comment on:‚ÄúGoals and Gaps: Educational Careers of Immigrant Children‚Äù by Michela Carlana, Eliana La Ferrara, Paolo Pinotti",2022,"Econometrica 90 (1), 35-37, 2022",Missing
NDC3,Rebecca Sandefur,"""8p_GN2AAAAAJ""","Professor, School of Social and Family Dynamics, Arizona State University; Faculty Fellow ‚Ä¶",Verified email at abfn.org,Access to Justice and Legal Services Regulatory Reform,2022,"Rebecca L. Sandefur and Emily Denne, Access to Justice and Legal Services ‚Ä¶, 2022",Missing
ZMV1,Reinhard Pollak,"""pu5xwXEAAAAJ""","Professor of Soziologie, University of Mannheim and Scientific Director at GESIS Leibniz ‚Ä¶",Verified email at gesis.org,Course Catalog,2022,"Sociology, 2022",Missing
DPH0,Richard Alba,"""OTbb8b8AAAAJ""","Distinguished Professor of Sociology, CUNY Graduate Center",Did not search,Demographic change and assimilation in the early 21st-century United States,2022,"Proceedings of the National Academy of Sciences 119 (13), e2118678119, 2022",Missing
DST1,Richard Arum,"""xt0cQ_oAAAAJ""","Professor, UC Irvine",Did not search,"Risk and protective factors of college students‚Äô psychological well-being during the COVID-19 pandemic: emotional stability, mental health, and household resources",2022,"Aera Open 8, 23328584211065725, 2022",Missing
ATM8,Richard Banks,"""K7EeALkAAAAJ""","Emeritus, USGS, Dept. Vertebrate Zoology, National Museum of Natural History; ‚Ä¶",Verified email at si.edu,Spencer Gulf Prawn Trawl Fishery,2020,Missing,Missing
VPA8,Richard Breen,"""peGwkbcAAAAJ""","Professor of Sociology and Fellow of Nuffield College, University of Oxford",Verified email at nuffield.ox.ac.uk,From Gender Equality to Household Earnings Equality: the role of Women‚Äôs Labour Market Outcomes across OECD Countries,2022,Missing,Missing
QFW3,Richard Easterlin,"""pBYzJL8AAAAJ""","University Professor and Professor of Economics, University of Southern California",Verified email at usc.edu,Why Does Happiness Respond Differently to an Increase vs. Decrease in Income?,2021,"IZA Discussion Paper, 2021",Missing
RPY8,Richard Freeman,"""u-5ncqYAAAAJ""",,Verified email at nber.org,Vorsprung durch Masse,2022,"Financial Times Deutschland, 2022",Missing
PVR6,Richard Murnane,"""jt7FRXwAAAAJ""",Harvard University,Verified email at Harvard.edu,On the Threshold: Impacts of Barely Passing High-School Exit Exams on Post-Secondary Enrollment and Completion,2022,"Educational Evaluation and Policy Analysis, 01623737221090258, 2022",Missing
NSE6,Richard Saller,"""pUhpvVwAAAAJ""","Professor of Classics and History, Stanford University",Verified email at stanford.edu,"Pliny's Roman Economy: Natural History, Innovation, and Growth",2022,"Princeton University Press, 2022",Missing
TKV0,Richard Thompson Ford,Missing,Professor Emeritus | Earth & Environmental Sciences | Weber State University,Verified email at weber.edu,Dress Codes: How the laws of fashion made history,2021,"Simon & Schuster, Inc.",Missing
ZMJ0,Rob Reich,"""g4wULUsAAAAJ""","Professor of Political Science, Stanford University",Verified email at stanford.edu,On the opportunities and risks of foundation models,2021,"arXiv preprint arXiv:2108.07258, 2021",Missing
QGE4,Robert Crosnoe,"""K-y3E_kAAAAJ""","Department of Sociology and Population Research Center, University of Texas at Austin",Verified email at austin.utexas.edu,The health of mothers of adult children with serious conditions,2022,"Journal of Marriage and Family, 2022",Missing
IQO4,Robert Erikson,"""EQcjFf8AAAAJ""",,Verified email at sofi.su.se,"Why do graduates live longer? Education, occupation, family and mortality during the 1990s",2021,"Cradle to Grave, 211-227, 2021",Missing
TTR0,Robert Hauser,"""fJG_BVgAAAAJ""",,Verified email at amphilsoc.org,"Genes, gender inequality, and educational attainment",2019,"American Sociological Review 84 (6), 1069-1098, 2019",Missing
LDE8,Robert Kaufman,"""9A_JA98AAAAJ""",,Verified email at temple.edu,Heteroskedasticity in regression: Detection and correction,2013,"Sage Publications, 2013",Missing
UVU4,Robert Lieberman,"""WW4kMtQAAAAJ""","Krieger-Eisenhower Professor of Political Science, Johns Hopkins University",Verified email at jhu.edu,4 Aid to Dependent Children and the Political Construction of the ‚ÄúUnderclass‚Äù,2022,"Shifting the Color Line, 118-176, 2022",Missing
YHU0,Robert Mare,"""R77Xmr0AAAAJ""","Professor of Sociology, UCLA",Verified email at ucla.edu,Chapter Eight. Family Attainment Norms and Educational Stratification in the United States and Taiwan: The Effects of Parents' School Transitions,2022,"Mobility and Inequality, 195-231, 2022",Missing
TGH6,Robert Margo,"""KI6r-_cAAAAJ""","Professor of Economics, Boston University",Verified email at bu.edu,Industrialization and urbanization in nineteenth century America,2022,"Regional Science and Urban Economics 94, 103678, 2022",Missing
TGP9,Robert Max Jackson,Missing,"Douglas Provostial Professor, Stanford University",Verified email at stanford.edu,None,None,Missing,Missing
QEX2,Robert Sampson,"""n6LdssUAAAAJ""",Harvard University,Verified email at wjh.harvard.edu,"Visualizing How Race, Support for Black Lives Matter, and Gun Ownership Shape Views of the US Capitol Insurrection of January 6, 2021",2022,"Socius 8, 23780231221110124, 2022",Missing
ANS1,Robert Topel,"""j8XXmAEAAAAJ""",Isidore & Gladys Brown Distinguished Service Professor of Economics,Verified email at uchicago.edu,Calibrating the social value of prospective new goods: The case of hydrogen fuel cell electric Vehicles,2018,"AIP Conference Proceedings 1924 (1), 020010, 2018",Missing
KWV5,Robin Burgess,"""q1sCjXgAAAAJ""",London School of Economics,Verified email at lse.ac.uk ,Microfinance and Diversification,2022,"Economica 89, S239-S275, 2022",Missing
PXM5,Robin Samuel,"""m6R07ygAAAAJ""","Associate Professor, University of Luxembourg",Verified email at uni.lu,"Young People and COVID-19: Social, Economic, and Health Consequences of Infection Prevention and Control Measures among Young People in Luxembourg‚ÄìTechnical Report 2021 Cross ‚Ä¶",2022,"Esch-sur-Alzette, 2022",Missing
IMV2,Roger Waldinger,"""GvSYk80AAAAJ""","Distinguished Professor of Sociology, UCLA",Verified email at soc.ucla.edu,Nationalising foreigners: The making of American national identity,2022,"Nations and Nationalism 28 (1), 47-65, 2022",Missing
ZIO6,Rogers Brubaker,"""whihIW8AAAAJ""","Professor of Sociology, UCLA",Verified email at soc.ucla.edu,1. Citizenship as Social Closure,2022,"Citizenship and nationhood in France and Germany, 21-34, 2022",Missing
BXR5,Romain Wacziarg,"""u_-T7RIAAAAJ""","Professor of Economics, Hans Hufschmid Chair, UCLA Anderson",Verified email at ucla.edu,Disentangling the evolutionary drivers of social complexity: A comprehensive test of hypotheses,2022,"Science Advances 8 (25), eabn3517, 2022",Missing
FQQ7,Ronald Breiger,"""yAyrk0cAAAAJ""","Regents' Professor, University of Arizona, School of Sociology",Verified email at email.Arizona.edu,A concluding comment: Toward a critical social network analysis,2021,"Social Networks 67, 74-75, 2021",Missing
OYD7,Ronald Lee,"""pALctakAAAAJ""","Professor of Demography and Economics, Univ Calif Berkeley",Verified email at demog.berkeley.edu,Data-driven contact network models of COVID-19 reveal trade-offs between costs and infections for optimal local containment policies,2022,"Cities, 103805, 2022",Missing
RUO4,Ross Stolzenberg,"""fD8LEm0AAAAJ""","Professor of Sociology, The University of Chicago",Verified email at uchicago.edu,"New results about difference scores, ratios, and hierarchical linear model parameters as tools for comparing groups",2021,"Sociological Methods & Research 50 (2), 467-490, 2021",Missing
CJH5,Ruud Luijkx,"""2vaELsQAAAAJ""",Associate Professor at Tilburg University / Visiting Professor at Trento University,Verified email at uvt.nl,Switch on the Big Brother! Investigating the educational gradients in acceptance of online and public areas surveillance among European citizens,2022,"European Societies, 1-29, 2022",Missing
WYG1,Samuel Preston,"""o8TlyGMAAAAJ""",Professor of Sociology University of Pennsylvania,Verified email at sas.upenn.edu,"Excess all-cause mortality across counties in the United States, March 2020 to December 2021",2022,"medRxiv, 2022",Missing
LMO3,Samuel R Lucas,Missing,"School of Sport, Exercise and Rehabilitation Sciences & Centre for Human Brain Health ‚Ä¶",Verified email at bham.ac.uk,Inequality by Design,2021,Princeton University Press,Missing
SQU1,Sandra Black,"""j9E1FvMAAAAJ""",,Verified email at columbia.edu,Gender and Inheritances,2022,"AEA Papers and Proceedings 112, 68-72, 2022",Missing
DXT1,Sara McLanahan,"""Wp5P5TwAAAAJ""","professor of sociology and public affairs, Princeton University",Verified email at princeton.edu,"Deadly gun violence, neighborhood collective efficacy, and adolescent neurobehavioral outcomes",2022,"PNAS nexus 1 (3), pgac061, 2022",Missing
MIT6,Sarah Burgard,"""YUEnyCwAAAAJ""",University of Michigan,Verified email at umich.edu,Housing instability and mental health among renters in the michigan recession and recovery study,2022,"Public Health 209, 30-35, 2022",Missing
IBZ1,Scott Lynch,"""FsxAfB0AAAAJ""","Professor of Sociology, Duke University",Verified email at duke.edu,Bayesian Multistate Life Table Methods for Large and Complex State Spaces: Development and Illustration of a New Method,2022,"Sociological Methodology, 00811750221112398, 2022",Missing
KUX8,Sean Reardon,"""LKx7rDsAAAAJ""","professor of education and sociology, stanford university",Verified email at stanford.edu,School racial segregation and long-term cardiovascular health among black adults in the US: A quasi-experimental study,2022,"PLoS Medicine 19 (6), e1004031, 2022",Missing
NCX9,Shamus Khan,"""lRnp80sAAAAJ""",Princeton University,Verified email at princeton.edu,Prevalence and correlates of sexual assault perpetration and ambiguous consent in a representative sample of college students,2021,"Journal of interpersonal violence 36 (13-14), NP7005-NP7026, 2021",Missing
FBM8,Shannon Monnat,"""RxpT8KIAAAAJ""",Syracuse University,Verified email at maxwell.syr.edu,Perceived impacts of COVID-19 on wellbeing among US working-age adults with ADL difficulty,2022,"Disability and health journal, 101337, 2022",Missing
DNJ8,Shanto Iyengar,"""5d7KbbAAAAAJ""",Stanford University,Verified email at stanford.edu,Reflections on a Legacy: Thoughts from Scholars about Agenda-Setting Past and Future,2022,"Mass Communication and Society 25 (4), 500-527, 2022",Missing
VPK1,Shelley Correll,"""SVYwyNMAAAAJ""",Stanford University,Verified email at stanford.edu,Inside the black box of organizational life: The gendered language of performance assessment,2020,"American Sociological Review 85 (6), 1022-1050, 2020",Missing
FWY5,Solomon Polachek,"""QoNf30UAAAAJ""","Distinguished Professor, State University of New York at Binghamton (Binghamton ‚Ä¶",Verified email at binghamton.edu,The long-term health impact of Agent Orange: Evidence from the Vietnam War,2022,"World Development 155, 105813, 2022",Missing
HLB2,Stefan Svallfors,"""fFXD6MAAAAAJ""","Research Professor, Institute for Futures Studies, Stockholm",Verified email at iffs.se,CHAPTER THREE. Work: In the Sweat of Their Brows?,2022,"The Moral Economy of Class, 31-51, 2022",Missing
EXV7,Stefanie Deluca,"""xD0EgOYAAAAJ""",Johns Hopkins university,Verified email at jhu.edu,Housing Insecurity Among the Poor Today,2022,"Annual Review of Sociology 48, 2022",Missing
QQM8,Stefano DellaVigna,"""AMBZL7YAAAAJ""","Professor of Economics, UC Berkeley",Verified email at econ.berkeley.edu,Policy Diffusion and Polarization across US States,2022,"National Bureau of Economic Research, 2022",Missing
JBL8,Stephen Haber,"""twVaEW4AAAAJ""","Professor of Political Science, Stanford University",Verified email at stanford.edu,Cellular Sep Royalties and 5G: What Should Competition Policy Be?,2022,Forthcoming in 5G and Beyond: Intellectual Property and Competition Policy in the Internet of Thing,Missing
QJV5,Steven Brint,"""7ItivIMAAAAJ""","Distinguished Professor of Sociology, University of California at Riverside",Verified email at ucr.edu,"The Disruption in US Public Higher Education Enrollments, 2009-2019: Sources of Inter-State Variation by Tier",2022,"The Journal of Higher Education, 1-30, 2022",Missing
ANL1,Steven Davis,"""S7bkdggAAAAJ""",,Verified email at chicagobooth.edu,The Shift to Remote Work Lessens Wage-Growth Pressures,2022,"National Bureau of Economic Research, 2022",Missing
LKG8,Steven Raphael,"""ZVam1i8AAAAJ""",Berkeley,Verified email at berkeley.edu,Pretrial Reforms and Interventions in California,2022,"2021 APPAM Fall Research Conference, 2022",Missing
BPV8,Sudhir Venkatesh,"""P37M-XYAAAAJ""","sociology & committee on global thought, columbia university",Verified email at columbia.edu,Underground Markets as Fields in Transition: Sex Work in New York City,2013,"Sociological Forum 28 (4), 682-699, 2013",Missing
TPM7,Susan Fiske,"""4jnrVhoAAAAJ""","Eugene Higgins Professor, Psychology & Public Affairs, Princeton University",Verified email at princeton.edu,Exploring the adaptive role of core social motives in perceived societal threats,2022,"Asian Journal of Social Psychology 25 (2), 249-266, 2022",Missing
IRT8,Susanna Loeb,"""RUtLWRcAAAAJ""",Brown University,Verified email at brown.edu,Engaging girls in math: The unequal effects of text messaging to help parents support early math development,2022,"Economics of Education Review 88, 102262, 2022",Missing
ACZ6,Tak Chan,"""O7OzM5wAAAAJ""",,Verified email at ucl.ac.uk,"Anywheres, Somewheres, local attachment, and civic participation",2022,"The British Journal of Sociology 73 (1), 112-124, 2022",Missing
GTC4,Tali Kristal,"""whTB4xEAAAAJ""",University of Haifa,Verified email at soc.haifa.ac.il,Within-Job Gender Pay Inequality in 15 Countries,2022,Missing,Missing
JLZ9,Ted Mouw,"""-CdBWDoAAAAJ""","Associate Professor of Sociology, University of North Carolina-Chapel Hill",Verified email at email.unc.edu,Using Social Networks to Sample Migrants and Study the Complexity of Contemporary Immigration: An Evaluation Study,2022,"Demography 59 (3), 995-1022, 2022",Missing
HGC0,Teresa LaFromboise,"""ieDceFYAAAAJ""",Stanford University,Verified email at stanford.edu,Preventing Suicidal Behavior Among American Indian and Alaska Native Adolescents and Young Adults,2022,"Public Health Reports, 00333549221108986, 2022",Missing
ZYE6,Terry Moe,"""2oNRRBUAAAAJ""","Professor, Stanford University",Verified email at stanford.edu,"Response to Daniel W. Drezner‚Äôs Review of Presidents, Populism, and the Crisis of Democracy",2021,"Perspectives on Politics 19 (2), 591-591, 2021",Missing
TDC8,Thomas Cook,"""TCpyDZMAAAAJ""","Professor of Sociology, Psychology and Education, Northwestern University",Verified email at northwestern.edu,Internal and external validity of the comparative interrupted time‚Äêseries design: A meta‚Äêanalysis,2022,"Journal of Policy Analysis and Management 41 (1), 252-277, 2022",Missing
PVJ7,Thomas Lemieux,"""eOH397kAAAAJ""","Professor of Economics, University of British Columbia",Verified email at ubc.ca,"Right-to-Work Laws, Unionization, and Wage Setting",2022,"National Bureau of Economic Research, 2022",Missing
BCR6,Thomas MaCurdy,"""8La-UdMAAAAJ""",No affiliations available,No emails available,News as sources of jumps in stock returns: Evidence from 21 million news articles for 9000 companies,2022,"Journal of Financial Economics 145 (2), 1-17, 2022",Missing
PKB2,Thomas McDade,"""8MWP8Z0AAAAJ""",Carlos Montezuma Professor of Anthropology,Verified email at northwestern.edu,From society to cells and back again: new opportunities for discovery at the biosocial interface,2022,"Discover Social Science and Health 2 (1), 1-9, 2022",Missing
CWB2,Tim Biblarz,"""8qPkktAAAAAJ""",University of Southern California,Verified email at usc.edu,"Intergenerational relationships and aging: Families, cohorts, and social change",2018,"The Gerontological Prism:, 115-147, 2018",Missing
FEI9,Timothy Smeeding,"""6K26nO8AAAAJ""",La Follette School of Public Affairs,Verified email at lafollette.wisc.edu,Scholarly Interests,2022,"Imagining Unequals, Imagining Equals: Concepts of Equality in History and ‚Ä¶, 2022",Missing
TJF7,Toby Parcel,"""OfLZppsAAAAJ""",North Carolina State University,Verified email at ncsu.edu,School Desegregation and Resegregation in the Upper South: An Introduction and Overview,2022,"American Behavioral Scientist 66 (6), 671-677, 2022",Missing
IIM5,Tomas Jimenez,"""0JdDY6YAAAAJ""",,Verified email at stanford.edu,Legalize Undocumented Immigrants,2022,"Citizenship and Civic Leadership in America, 183, 2022",Missing
IEO5,Tony Atkinson,"""QgmO3FAAAAAJ""",No affiliations available,No emails available,"Capital and labor: the factor income composition of top incomes in the United States, 1962‚Äì2006",2021,"Review of Economics and Statistics 103 (5), 892-904, 2021",Missing
TKY9,Torben Iversen,"""owaInOUAAAAJ""","Professor of Government, Harvard University",Verified email at fas.harvard.edu,TheDataRevolutionandthe TransformationofSocialProtection,2022,"Digitalization and the Welfare State, 99, 2022",Missing
FZG6,Ulrike Malmendier,"""cbgmkk4AAAAJ""","Professor of Economics, Department of Economics, and Professor of Finance, Haas School ‚Ä¶",Verified email at econ.berkeley.edu,Why are firms slow to adopt profitable opportunities?,2022,Missing,Missing
DKR1,Valerie Purdie-Vaughns,"""Liqk07wAAAAJ""","Assistant Professor of Psychology, Columbia University",Verified email at psych.columbia.edu,Self-affirmation facilitates minority middle schoolers' progress along college trajectories,2017,"Proceedings of the National Academy of Sciences 114 (29), 7594-7599, 2017",Missing
JWY3,Van Tran,"""iS5IxqcAAAAJ""",CUNY Graduate Center,Verified email at gc.cuny.edu,Intervening in anti-immigrant sentiments: The causal effects of factual information on attitudes toward immigration,2021,"The ANNALS of the American Academy of Political and Social Science 697 (1 ‚Ä¶, 2021",Missing
